"name"	"id"	"disease"
"ITSN1"	6453	"shared"
"ITSN2"	50618	"sjs"
"IZUMO1"	284359	"shared"
"JADE2"	23338	"ms"
"JAK1"	3716	"ms"
"JAK2"	3717	"sle"
"JAKMIP2"	9832	"shared"
"JARID2"	3720	"identical"
"JAZF1"	221895	"shared"
"JAZF1-AS1"	100128081	"shared"
"JDP2"	122953	"sle"
"JMJD1C-AS1"	84989	"jia"
"JMJD7"	100137047	"ulc"
"JPH3"	57338	"shared"
"JRK"	8629	"ra"
"JRKL"	8690	"sle"
"KALRN"	8997	"ms"
"KANK1"	23189	"t1d"
"KANSL1"	284058	"shared"
"KANSL1-AS1"	644246	"shared"
"KANSL2"	54934	"sle"
"KAT2B"	8850	"shared"
"KAT5"	10524	"shared"
"KAT6B"	23522	"pso"
"KAT8"	84148	"shared"
"KAZN"	23254	"shared"
"KCNA2"	3737	"identical"
"KCNAB1"	7881	"shared"
"KCNAB2"	8514	"ra"
"KCNAB3"	9196	"t1d"
"KCNB2"	9312	"crd"
"KCNC3"	3748	"pbc"
"KCND2"	3751	"pa"
"KCNE4"	23704	"ms"
"KCNG2"	26251	"sle"
"KCNG3"	170850	"shared"
"KCNH1"	3756	"shared"
"KCNH3"	23416	"pso"
"KCNH4"	23415	"vit"
"KCNH5"	27133	"identical"
"KCNH8"	131096	"shared"
"KCNIP4"	80333	"pso"
"KCNJ16"	3773	"crd"
"KCNJ2-AS1"	400617	"sle"
"KCNJ4"	3761	"sjs"
"KCNK13"	56659	"shared"
"KCNK17"	89822	"pso"
"KCNMA1"	3778	"ms"
"KCNMB2"	10242	"ra"
"KCNS3"	3790	"crd"
"KCNT2"	343450	"crd"
"KCTD1"	284252	"ced"
"KCTD20"	222658	"ms"
"KCTD6"	200845	"sle"
"KDELR2"	11014	"ulc"
"KDELR3"	11015	"pso"
"KDM3A"	55818	"sjs"
"KDM4B"	23030	"sle"
"KDM4C"	23081	"crd"
"KDM5A"	5927	"pso"
"KDM6A"	7403	"t1d"
"KDM7A"	80853	"identical"
"KEAP1"	9817	"shared"
"KEL"	3792	"ulc"
"KHDRBS2"	202559	"ra"
"KIAA0391"	9692	"pso"
"KIAA0556"	23247	"ms"
"KIAA0825"	285600	"identical"
"KIAA0895"	23366	"t1d"
"KIAA1107"	23285	"sle"
"KIAA1109"	84162	"shared"
"KIAA1217"	56243	"shared"
"KIAA1257"	57501	"sle"
"KIAA1324"	57535	"pso"
"KIAA1328"	57536	"shared"
"KIAA1429"	25962	"ra"
"KIAA1462"	57608	"shared"
"KIAA1522"	57648	"pso"
"KIAA1549"	57670	"shared"
"KIAA1614"	57710	"ms"
"KIAA1683"	80726	"shared"
"KIAA2012"	100652824	"pso"
"KIF18A"	81930	"identical"
"KIF1B"	23095	"ms"
"KIF1BP"	26128	"identical"
"KIF21B"	23046	"shared"
"KIF25"	3834	"sjs"
"KIF3C"	3797	"crd"
"KIF5A"	3798	"ulc"
"KIF5B"	3799	"identical"
"KIR2DS4"	3809	"ulc"
"KIR3DL1"	3811	"ulc"
"KIR3DP1"	548594	"ulc"
"KIT"	3815	"ms"
"KLC1"	3831	"identical"
"KLC3"	147700	"pso"
"KLC4"	89953	"crd"
"KLF3-AS1"	79667	"identical"
"KLHDC8B"	200942	"shared"
"KLHL1"	57626	"ms"
"KLHL15"	80311	"shared"
"KLHL18"	23276	"vit"
"KLHL25"	64410	"shared"
"KLHL32"	114792	"sle"
"KLRA1P"	10748	"t1d"
"KLRB1"	3820	"t1d"
"KLRC1"	3821	"pso"
"KLRC2"	3822	"pso"
"KLRC3"	3823	"pso"
"KLRC4"	8302	"pso"
"KLRF1"	51348	"t1d"
"KLRG1"	10219	"sjs"
"KLRK1"	22914	"pso"
"KMT2C"	58508	"ra"
"KMT2D"	8085	"vit"
"KMT5A"	387893	"ms"
"KPNA1"	3836	"pso"
"KPNB1"	3837	"shared"
"KPTN"	11133	"crd"
"KRCC1"	51315	"ms"
"KREMEN1"	83999	"ms"
"KRT16P2"	400578	"ms"
"KRT16P4"	339244	"ms"
"KRT16P6"	353194	"ms"
"KRT17P1"	147228	"ms"
"KRT17P2"	339241	"ms"
"KRT17P5"	339240	"ms"
"KRT18P13"	392371	"alo"
"KRT18P39"	344462	"shared"
"KRT18P4"	391256	"pso"
"KRT24"	192666	"t1d"
"KRT8P12"	90133	"sle"
"KRT8P26"	390211	"shared"
"KRT8P46"	100418744	"shared"
"KRTAP5-10"	387273	"sle"
"KRTAP5-7"	440050	"shared"
"KRTAP5-8"	57830	"sle"
"KRTAP5-9"	3846	"sle"
"KRTCAP3"	200634	"crd"
"KSR1"	8844	"shared"
"KYAT3"	56267	"ms"
"L3MBTL2"	83746	"crd"
"L3MBTL3"	84456	"ms"
"L3MBTL4"	91133	"vit"
"LACC1"	144811	"crd"
"LAGE3"	8270	"shared"
"LAMA1"	284217	"sle"
"LAMA2"	3908	"shared"
"LAMB1"	3912	"shared"
"LAMC1"	3915	"sle"
"LAMC2"	3918	"shared"
"LAMP1"	3916	"t1d"
"LAMP5-AS1"	101929329	"vit"
"LAMTOR2"	28956	"ms"
"LARGE1"	9215	"ms"
"LARP1B"	55132	"ms"
"LARS"	51520	"pso"
"LARS2"	23395	"shared"
"LAT"	27040	"shared"
"LAYN"	143903	"ulc"
"LBH"	81606	"sle"
"LBP"	3929	"pso"
"LCE1D"	353134	"pso"
"LCE1E"	353135	"pso"
"LCE1F"	353137	"pso"
"LCE3A"	353142	"pso"
"LCE3C"	353144	"pso"
"LCE3D"	84648	"pso"
"LCE3E"	353145	"pso"
"LCE4A"	199834	"pso"
"LCE5A"	254910	"pso"
"LCLAT1"	253558	"shared"
"LCORL"	254251	"ulc"
"LDHB"	3945	"shared"
"LDHC"	3948	"pbc"
"LEF1-AS1"	641518	"shared"
"LEKR1"	389170	"ms"
"LEMD2"	221496	"shared"
"LEPROTL1"	23484	"pso"
"LGALS9"	3965	"shared"
"LGALS9C"	654346	"ms"
"LGI1"	9211	"pso"
"LGR4"	55366	"ulc"
"LGR5"	8549	"ra"
"LGR6"	59352	"shared"
"LHFP"	10186	"sle"
"LHFPL2"	10184	"crd"
"LHPP"	64077	"shared"
"LHX4"	89884	"identical"
"LHX6"	26468	"ced"
"LIF"	3976	"shared"
"LIFR"	3977	"ms"
"LIMCH1"	22998	"crd"
"LIMD1"	8994	"jia"
"LIME1"	54923	"shared"
"LIN52"	91750	"shared"
"LIN54"	132660	"sle"
"LINC-PINT"	378805	"shared"
"LINC00208"	83655	"sle"
"LINC00240"	100133205	"shared"
"LINC00243"	401247	"shared"
"LINC00271"	100131814	"shared"
"LINC00302"	388699	"pso"
"LINC00304"	283860	"ms"
"LINC00310"	114036	"ra"
"LINC00323"	284835	"ra"
"LINC00330"	144817	"pso"
"LINC00336"	401253	"pso"
"LINC00346"	283487	"crd"
"LINC00484"	100129347	"ulc"
"LINC00511"	400619	"shared"
"LINC00533"	387055	"pso"
"LINC00535"	642924	"shared"
"LINC00598"	646982	"shared"
"LINC00612"	253128	"shared"
"LINC00638"	196872	"ra"
"LINC00639"	283547	"pso"
"LINC00643"	646113	"shared"
"LINC00658"	100507629	"pso"
"LINC00674"	100499466	"pso"
"LINC00680"	106660612	"sle"
"LINC00839"	84856	"jia"
"LINC00877"	285286	"pso"
"LINC00886"	730091	"ms"
"LINC00910"	100130581	"pso"
"LINC00926"	283663	"shared"
"LINC00942"	100292680	"sle"
"LINC00964"	157381	"ulc"
"LINC00987"	100499405	"sjs"
"LINC01006"	100506380	"ms"
"LINC01063"	101929769	"shared"
"LINC01088"	100505875	"shared"
"LINC01111"	101926978	"sle"
"LINC01122"	400955	"sle"
"LINC01126"	100129726	"crd"
"LINC01127"	100506328	"identical"
"LINC01149"	101929111	"shared"
"LINC01160"	100129269	"crd"
"LINC01185"	400957	"shared"
"LINC01239"	441389	"crd"
"LINC01266"	101927215	"shared"
"LINC01270"	284751	"ulc"
"LINC01271"	101927586	"ulc"
"LINC01301"	100505532	"ssc"
"LINC01353"	100506775	"ms"
"LINC01358"	101926925	"ms"
"LINC01359"	101927084	"ms"
"LINC01376"	400945	"shared"
"LINC01384"	101929685	"pso"
"LINC01405"	100131138	"shared"
"LINC01473"	101927217	"crd"
"LINC01475"	101927324	"shared"
"LINC01481"	101928062	"identical"
"LINC01500"	102723742	"crd"
"LINC01504"	100507540	"sle"
"LINC01544"	100996669	"pso"
"LINC01579"	283682	"pso"
"LINC01585"	101929765	"crd"
"LINC01619"	256021	"grd"
"LINC01623"	401242	"sle"
"LINC01700"	101928435	"shared"
"LINC01714"	102724539	"pso"
"LINC01725"	101927587	"shared"
"LINC01762"	101929023	"alo"
"LINC01798"	100507073	"ssc"
"LINC01846"	105379098	"ra"
"LINC01882"	100996324	"shared"
"LINC01996"	400568	"ra"
"LINC02076"	400579	"ms"
"LINC02084"	105377006	"ms"
"LINC02091"	100506371	"pa"
"LINC02102"	100505625	"ms"
"LINC02166"	105371416	"vit"
"LINC02210"	147081	"shared"
"LINGO2"	158038	"shared"
"LIPA"	3988	"ssc"
"LIPC"	3990	"pso"
"LIPE-AS1"	100996307	"t1d"
"LIPI"	149998	"ulc"
"LIPJ"	142910	"t1d"
"LITAF"	9516	"identical"
"LIX1"	167410	"shared"
"LLGL1"	3996	"ms"
"LLGL2"	3993	"shared"
"LMAN1L"	79748	"shared"
"LMAN2"	10960	"ms"
"LMBR1"	64327	"shared"
"LMBR1L"	55716	"identical"
"LMBRD2"	92255	"sjs"
"LMCD1-AS1"	100288428	"crd"
"LMF2"	91289	"ms"
"LMNA"	4000	"identical"
"LMNTD1"	160492	"pso"
"LMNTD2"	256329	"sle"
"LMO7"	4008	"pso"
"LMTK2"	22853	"ms"
"LMTK3"	114783	"ssc"
"LNPEP"	4012	"shared"
"LNX1"	84708	"alo"
"LONRF2"	164832	"ra"
"LOXHD1"	125336	"identical"
"LOXL3"	84695	"identical"
"LPAR3"	23566	"t1d"
"LPIN1"	23175	"ms"
"LPIN3"	64900	"ms"
"LPP"	4026	"shared"
"LPXN"	9404	"pso"
"LRBA"	987	"shared"
"LRCH1"	23143	"shared"
"LRFN1"	57622	"vit"
"LRFN2"	57497	"identical"
"LRFN5"	145581	"crd"
"LRP1"	4035	"ee"
"LRP1B"	53353	"ulc"
"LRP4"	4038	"ms"
"LRP4-AS1"	100507401	"ms"
"LRP5"	4041	"shared"
"LRP6"	4040	"shared"
"LRRC1"	55227	"pso"
"LRRC10B"	390205	"t1d"
"LRRC2"	79442	"jia"
"LRRC25"	126364	"shared"
"LRRC34"	151827	"shared"
"LRRC37A"	9884	"shared"
"LRRC37A15P"	106481796	"shared"
"LRRC37A16P"	651250	"pso"
"LRRC37A17P"	644397	"shared"
"LRRC37A2"	474170	"shared"
"LRRC37A3"	374819	"shared"
"LRRC37A4P"	55073	"shared"
"LRRC37A5P"	652972	"pbc"
"LRRC39"	127495	"sle"
"LRRC3C"	100505591	"ssc"
"LRRC40"	55631	"pso"
"LRRC43"	254050	"pso"
"LRRC56"	115399	"shared"
"LRRC6"	23639	"vit"
"LRRC8D"	55144	"shared"
"LRRCC1"	85444	"pbc"
"LRRFIP2"	9209	"shared"
"LRRIQ4"	344657	"shared"
"LRRK2"	120892	"crd"
"LRRN2"	10446	"ra"
"LSAMP"	4045	"sle"
"LSP1"	4046	"ulc"
"LST1"	7940	"shared"
"LTA"	4049	"pso"
"LTA4H"	4048	"ced"
"LTB4R"	1241	"crd"
"LTBR"	4055	"shared"
"LUC7L"	55692	"pa"
"LY6G5B"	58496	"shared"
"LY6G5C"	80741	"shared"
"LY6G6C"	80740	"shared"
"LY75"	4065	"crd"
"LYN"	4067	"shared"
"LYPD6"	130574	"crd"
"LYPLAL1-AS1"	102723886	"pso"
"LYRM4"	57128	"shared"
"LYRM9"	201229	"shared"
"LYST"	1130	"sle"
"LZIC"	84328	"pso"
"M6PR"	4074	"sjs"
"MACROD2"	140733	"pbc"
"MAD1L1"	8379	"shared"
"MADD"	8567	"ms"
"MAEA"	10296	"identical"
"MAGI2"	9863	"shared"
"MAGI3"	260425	"shared"
"MAK"	4117	"pso"
"MAL"	4118	"ulc"
"MALRD1"	340895	"identical"
"MALT1"	10892	"shared"
"MAMDC2"	256691	"ulc"
"MAML2"	84441	"pso"
"MAMLD1"	10046	"pso"
"MAMSTR"	284358	"shared"
"MANBA"	4126	"shared"
"MAOB"	4129	"pso"
"MAP1LC3A"	84557	"ulc"
"MAP2K1"	5604	"shared"
"MAP2K5"	5607	"shared"
"MAP3K11"	4296	"shared"
"MAP3K14"	9020	"shared"
"MAP3K3"	4215	"identical"
"MAP3K4"	4216	"shared"
"MAP3K5"	4217	"crd"
"MAP3K8"	1326	"crd"
"MAPK1"	5594	"ms"
"MAPK10"	5602	"shared"
"MAPK3"	5595	"shared"
"MAPK4"	5596	"ulc"
"MAPK8IP1P1"	644253	"shared"
"MAPK8IP1P2"	644172	"shared"
"MAPK9"	5601	"pa"
"MAPKAP1"	79109	"shared"
"MAPKAPK3"	7867	"identical"
"MAPKAPK5"	8550	"as"
"MAPKAPK5-AS1"	51275	"shared"
"MAPKBP1"	23005	"pso"
"MAPRE1"	22919	"ms"
"MAPT"	4137	"shared"
"MAPT-AS1"	100128977	"shared"
"MAPT-IT1"	100130148	"shared"
"MARCH1"	55016	"sle"
"MARCH5"	54708	"ra"
"MARCH7"	64844	"crd"
"MARCH8"	220972	"jia"
"MARCH9"	92979	"ms"
"MARK2"	2011	"sle"
"MARK4"	57787	"shared"
"MARS"	4141	"ra"
"MAST3"	23031	"shared"
"MAT1A"	4143	"shared"
"MATN2"	4147	"shared"
"MAX"	4149	"identical"
"MBD2"	8932	"pso"
"MBD5"	55777	"ms"
"MBNL2"	10150	"ulc"
"MBOAT7"	79143	"pso"
"MCC"	4163	"shared"
"MCCD1P1"	100048903	"shared"
"MCCD1P2"	100048924	"shared"
"MCF2L"	23263	"pso"
"MCM6"	4175	"shared"
"MCM9"	254394	"pso"
"MCOLN2"	255231	"identical"
"MCPH1-AS1"	100507530	"ms"
"MCTP2"	55784	"shared"
"MCTS1"	28985	"as"
"MDGA2"	161357	"ced"
"MDM4"	4194	"ulc"
"ME1"	4199	"ra"
"ME3"	10873	"shared"
"MED12L"	116931	"shared"
"MED13L"	23389	"shared"
"MED24"	9862	"shared"
"MED27"	9442	"sjs"
"MED4"	29079	"ms"
"MED7"	9443	"ms"
"MEF2A"	4205	"shared"
"MEG9"	100507257	"as"
"MEGF11"	84465	"shared"
"MEGF9"	1955	"shared"
"MEI1"	150365	"shared"
"MEIKIN"	728637	"shared"
"MEIS2"	4212	"shared"
"MEMO1"	51072	"ms"
"MEMO1"	7795	"ms"
"MERTK"	10461	"ms"
"MET"	4233	"vit"
"METAP1D"	254042	"shared"
"METTL1"	4234	"shared"
"METTL10"	399818	"identical"
"METTL15"	196074	"shared"
"METTL15P1"	100130758	"ms"
"METTL16"	79066	"ms"
"METTL21B"	25895	"shared"
"MFAP2"	4237	"ra"
"MFAP3"	4238	"identical"
"MFHAS1"	9258	"shared"
"MFN2"	9927	"ms"
"MFSD13A"	79847	"shared"
"MFSD2A"	84879	"t1d"
"MFSD4B"	91749	"shared"
"MFSD8"	256471	"ms"
"MGA"	23269	"shared"
"MGAT3"	4248	"pbc"
"MGAT5"	4249	"pso"
"MGLL"	11343	"t1d"
"MGST1"	4257	"sle"
"MIAT"	440823	"pso"
"MIB1"	57534	"pso"
"MIB2"	142678	"shared"
"MICA"	100507436	"shared"
"MICAL2"	9645	"sle"
"MICAL3"	57553	"shared"
"MICALCL"	84953	"ms"
"MICB"	4277	"shared"
"MICD"	4279	"shared"
"MICE"	4280	"shared"
"MICF"	352957	"shared"
"MICU1"	10367	"sle"
"MICU2"	221154	"alo"
"MIER1"	57708	"ced"
"MIER2"	54531	"pso"
"MIF4GD"	57409	"shared"
"MINDY4"	84182	"shared"
"MINK1"	50488	"pso"
"MIP"	4284	"pso"
"MIPEP"	4285	"jia"
"MIR210HG"	100506211	"ssc"
"MIR4435-2HG"	541471	"ced"
"MIR497HG"	100506755	"sjs"
"MIR6891"	102465537	"shared"
"MIR762HG"	101928736	"identical"
"MIR99AHG"	388815	"pso"
"MIS12"	79003	"shared"
"MISP"	126353	"crd"
"MKL2"	57496	"ms"
"MKLN1"	4289	"ulc"
"MKX"	283078	"pso"
"MLF2"	8079	"identical"
"MLH1"	4292	"ra"
"MLIP"	90523	"shared"
"MLLT10"	8028	"pso"
"MLLT3"	4300	"shared"
"MLN"	4295	"crd"
"MLXIP"	22877	"pso"
"MMADHC"	27249	"ms"
"MMEL1"	79258	"shared"
"MMP16"	4325	"shared"
"MMP24-AS1"	101410538	"ulc"
"MMP25"	64386	"identical"
"MNAT1"	4331	"pso"
"MNT"	4335	"ms"
"MOB4"	25843	"ulc"
"MOCS1"	4337	"ssc"
"MOG"	4340	"pa"
"MORF4L1"	10933	"shared"
"MORN3"	283385	"pbc"
"MOSPD3"	64598	"identical"
"MOV10L1"	54456	"pso"
"MPDZ"	8777	"ms"
"MPHOSPH9"	10198	"ms"
"MPI"	4351	"shared"
"MPIG6B"	80739	"shared"
"MPO"	4353	"ms"
"MPP4"	58538	"vit"
"MPP5"	64398	"sle"
"MPP7"	143098	"ulc"
"MPPED2"	744	"identical"
"MPRIP"	23164	"pso"
"MPV17L2"	84769	"ms"
"MPZL1"	9019	"crd"
"MRAP"	56246	"sle"
"MRC1"	4360	"ra"
"MRGPRE"	116534	"ms"
"MROH1"	727957	"sle"
"MROH3P"	647215	"shared"
"MROH8"	140699	"pso"
"MRPL20"	55052	"shared"
"MRPL23-AS1"	100133545	"ulc"
"MRPL34"	64981	"shared"
"MRPL35P2"	359743	"jia"
"MRPL38"	64978	"pso"
"MRPL45P2"	653479	"shared"
"MRPL51"	51258	"ms"
"MRPS17P1"	359803	"ms"
"MRPS18B"	28973	"pa"
"MRPS22"	56945	"shared"
"MRPS28"	28957	"crd"
"MRPS35"	60488	"identical"
"MRPS5"	64969	"ms"
"MRPS7"	51081	"shared"
"MRVI1"	10335	"pso"
"MSC-AS1"	100132891	"shared"
"MSH3"	4437	"shared"
"MSH4"	4438	"ra"
"MSH5"	4439	"shared"
"MSI1"	4440	"ra"
"MSI2"	124540	"shared"
"MSRA"	4482	"shared"
"MSRB3"	253827	"sle"
"MST1"	4485	"shared"
"MST1L"	11223	"ra"
"MST1R"	4486	"shared"
"MSTO1"	55154	"crd"
"MSTO2P"	100129405	"shared"
"MTA3"	57504	"t1d"
"MTBP"	27085	"ms"
"MTCH1"	23787	"pso"
"MTCH2"	23788	"ms"
"MTCO2P11"	107075214	"identical"
"MTCP1"	4515	"sle"
"MTERF1"	7978	"shared"
"MTF1"	4520	"ra"
"MTFMT"	123263	"pso"
"MTG1"	92170	"sle"
"MTHFD1L"	25902	"vit"
"MTHFR"	4524	"ms"
"MTMR12"	54545	"ms"
"MTMR3"	8897	"shared"
"MTMR9"	66036	"shared"
"MTND4P14"	100653489	"ulc"
"MTOR"	2475	"ulc"
"MTUS1"	57509	"shared"
"MTUS2"	23281	"t1d"
"MTX1P1"	4581	"shared"
"MUC1"	4582	"crd"
"MUC16"	94025	"ra"
"MUC21"	394263	"pso"
"MUC22"	100507679	"shared"
"MUC7"	4589	"t1d"
"MUS81"	80198	"crd"
"MUSTN1"	389125	"ulc"
"MVP"	9961	"ms"
"MX2"	4600	"shared"
"MXD3"	83463	"shared"
"MXRA8"	54587	"shared"
"MYADML2"	255275	"pso"
"MYBPC3"	4607	"ms"
"MYCBP2"	23077	"pso"
"MYH7B"	57644	"shared"
"MYL6"	4637	"shared"
"MYNN"	55892	"shared"
"MYO15A"	51168	"ms"
"MYO15B"	80022	"shared"
"MYO18A"	399687	"ms"
"MYO19"	80179	"ms"
"MYO1D"	4642	"shared"
"MYO1E"	4643	"ulc"
"MYO3A"	53904	"as"
"MYO3B"	140469	"pso"
"MYO5A"	4644	"sjs"
"MYO5B"	4645	"shared"
"MYO9B"	4650	"identical"
"MYOF"	26509	"shared"
"MYOM1"	8736	"identical"
"MYOZ1"	58529	"shared"
"MYPN"	84665	"pso"
"MYRF"	745	"crd"
"MYRIP"	25924	"ulc"
"MYT1L"	23040	"sle"
"N4BP2"	55728	"ms"
"NAA10"	8260	"shared"
"NAA16"	79612	"shared"
"NAA25"	80018	"as"
"NAALAD2"	10003	"ms"
"NAB1"	4664	"shared"
"NABP1"	64859	"pso"
"NABP2"	79035	"pso"
"NACC1"	112939	"pso"
"NACC2"	138151	"pso"
"NADK2"	133686	"ulc"
"NADSYN1"	55191	"sle"
"NAE1"	8883	"sle"
"NAGLU"	4669	"shared"
"NALCN"	259232	"pso"
"NAMA"	100996569	"sle"
"NANS"	54187	"ms"
"NAP1L4P1"	728589	"ms"
"NAP1L5"	266812	"as"
"NAV1"	89796	"identical"
"NAV2"	89797	"shared"
"NAXE"	128240	"pso"
"NBEAL1"	65065	"sle"
"NBN"	4683	"crd"
"NBPF3"	84224	"ra"
"NCALD"	83988	"shared"
"NCAM2"	4685	"pso"
"NCAPD2"	9918	"ms"
"NCBP1"	4686	"ms"
"NCF2"	4688	"sle"
"NCF4"	4689	"shared"
"NCK2"	8440	"shared"
"NCKAP5"	344148	"pbc"
"NCKIPSD"	51517	"identical"
"NCOA1"	8648	"shared"
"NCOA2"	10499	"shared"
"NCOA6"	23054	"pso"
"NCOR1"	9611	"pa"
"NCOR2"	9612	"pso"
"NCSTN"	23385	"shared"
"NDFIP1"	80762	"shared"
"NDRG1"	10397	"pso"
"NDRG3"	57446	"pso"
"NDST2"	8509	"shared"
"NDUFA10"	4705	"shared"
"NDUFA3P4"	106480806	"ra"
"NDUFA4L2"	56901	"identical"
"NDUFAF1"	51103	"ulc"
"NDUFAF2"	91942	"pso"
"NDUFAF5"	79133	"ssc"
"NDUFS3"	4722	"ms"
"NDUFS4"	4724	"shared"
"NDUFS8"	4728	"ssc"
"NDUFV3"	4731	"pso"
"NEAT1"	283131	"shared"
"NEB"	4703	"crd"
"NEBL"	10529	"pso"
"NECAB3"	63941	"pso"
"NEFM"	4741	"sle"
"NEGR1"	257194	"pso"
"NEIL2"	252969	"sle"
"NEK11"	79858	"sle"
"NEK6"	10783	"vit"
"NEK9"	91754	"ra"
"NELFA"	7469	"pso"
"NELFE"	7936	"shared"
"NES"	10763	"ulc"
"NEU4"	129807	"crd"
"NEXN-AS1"	374987	"crd"
"NF1"	4763	"sle"
"NFAM1"	150372	"crd"
"NFASC"	23114	"pbc"
"NFAT5"	10725	"sjs"
"NFATC2"	4773	"pso"
"NFATC2IP"	84901	"shared"
"NFIA"	4774	"shared"
"NFIL3"	4783	"ulc"
"NFKB1"	4790	"shared"
"NFKBID"	84807	"pso"
"NFKBIL1"	4795	"pso"
"NFKBIZ"	64332	"ms"
"NFRKB"	4798	"identical"
"NFS1"	9054	"ulc"
"NFX1"	4799	"ms"
"NHLH1"	4807	"sle"
"NHLRC3"	387921	"crd"
"NHS"	4810	"pso"
"NHSL2"	340527	"ulc"
"NICN1"	84276	"shared"
"NIF3L1"	60491	"ra"
"NIFK-AS1"	254128	"shared"
"NIN"	51199	"pso"
"NINJ2"	4815	"sle"
"NINL"	22981	"pbc"
"NIPAL1"	152519	"ms"
"NIPSNAP1"	8508	"shared"
"NIT1"	4817	"ra"
"NKAPL"	222698	"grd"
"NKPD1"	284353	"identical"
"NKX2-3"	159296	"shared"
"NLGN1"	22871	"pso"
"NLGN4X"	57502	"ms"
"NLRP1"	22861	"shared"
"NME6"	10201	"shared"
"NMNAT1P1"	326607	"grd"
"NMNAT2"	23057	"sle"
"NMT1"	4836	"shared"
"NNMT"	4837	"ra"
"NOB1"	28987	"sjs"
"NOD2"	64127	"crd"
"NOL4"	8715	"pso"
"NOS1"	4842	"as"
"NOS2"	4843	"as"
"NOS2P2"	201288	"ms"
"NOS2P4"	266619	"ms"
"NOSIP"	51070	"vit"
"NOTCH2"	4853	"shared"
"NOTCH3"	4854	"ssc"
"NOTCH4"	4855	"shared"
"NPAS2"	4862	"shared"
"NPAS3"	64067	"ms"
"NPEPPS"	9520	"shared"
"NPIPB14P"	109729168	"sjs"
"NPIPB6"	728741	"crd"
"NPIPB7"	440350	"shared"
"NPIPB8"	728734	"shared"
"NPIPB9"	100507607	"identical"
"NPLOC4"	55666	"shared"
"NPPA-AS1"	100379251	"ms"
"NPTN"	27020	"alo"
"NR1H3"	10062	"ms"
"NR2F2-AS1"	644192	"t1d"
"NR2F6"	2063	"sle"
"NR3C1"	2908	"identical"
"NR3C2"	4306	"ms"
"NR6A1"	2649	"shared"
"NRAP"	4892	"vit"
"NRBP1"	29959	"crd"
"NRG2"	9542	"vit"
"NRG4"	145957	"ra"
"NRM"	11270	"grd"
"NRROS"	375387	"shared"
"NRXN1"	9378	"shared"
"NRXN3"	9369	"shared"
"NSD1"	64324	"identical"
"NSD2"	7468	"pso"
"NSD3"	54904	"shared"
"NSF"	4905	"shared"
"NSMCE2"	286053	"ulc"
"NSUN5P1"	155400	"sle"
"NT5C"	30833	"shared"
"NT5DC1"	221294	"shared"
"NT5DC2"	64943	"ulc"
"NT5DC3"	51559	"identical"
"NTN1"	9423	"shared"
"NTN4"	59277	"crd"
"NTN5"	126147	"shared"
"NTNG1"	22854	"identical"
"NTPCR"	84284	"sle"
"NTRK1"	4914	"ra"
"NTRK2"	4915	"pso"
"NTRK3"	4916	"shared"
"NUDT13"	25961	"ms"
"NUDT3"	11165	"shared"
"NUFIP2"	57532	"pso"
"NUGGC"	389643	"sle"
"NUMB"	8650	"t1d"
"NUMBL"	9253	"ulc"
"NUP210"	23225	"ra"
"NUP214"	8021	"grd"
"NUP54"	53371	"sle"
"NUP62"	23636	"sle"
"NUP85"	79902	"shared"
"NUP88"	4927	"ra"
"NUPR1"	26471	"shared"
"NUPR2"	389493	"ms"
"NUSAP1"	51203	"shared"
"NUTF2"	10204	"ms"
"NVL"	4931	"vit"
"NWD1"	284434	"shared"
"NXPE1"	120400	"ulc"
"NXPH1"	30010	"pso"
"NYAP2"	57624	"ms"
"OAF"	220323	"pso"
"OCIAD1"	54940	"crd"
"OCIAD2"	132299	"crd"
"ODF3B"	440836	"ms"
"OGFOD1"	55239	"pbc"
"OGFOD2"	79676	"ms"
"OIP5"	11339	"ulc"
"OIP5-AS1"	729082	"ulc"
"OLFML2B"	25903	"ms"
"OPCML"	4978	"shared"
"OPRL1"	4987	"pa"
"OR10AD1"	121275	"ra"
"OR1F12"	442179	"sle"
"OR2B7P"	81695	"pa"
"OR2B8P"	65944	"shared"
"OR2H2"	7932	"shared"
"OR2I1P"	442197	"pso"
"OR2W3"	343171	"jia"
"OR51E2"	81285	"t1d"
"OR6R1P"	81440	"jia"
"ORC3"	23595	"ms"
"ORC4"	5000	"shared"
"ORMDL3"	94103	"shared"
"OS9"	10956	"shared"
"OSBPL11"	114885	"shared"
"OSBPL1A"	114876	"shared"
"OSBPL6"	114880	"ms"
"OSMR"	9180	"identical"
"OSMR-AS1"	101929768	"identical"
"OTUD3"	23252	"ulc"
"OTUD7A"	161725	"sle"
"OTX2-AS1"	100309464	"ulc"
"OVCH1"	341350	"sle"
"OVGP1"	5016	"ms"
"OVOL1"	5017	"shared"
"OXCT1"	5019	"shared"
"OXR1"	55074	"shared"
"P2RX6"	9127	"ee"
"P2RX6P"	440799	"ee"
"P3H2"	55214	"ra"
"P4HA1"	5033	"crd"
"P4HA2"	8974	"shared"
"PAAF1"	80227	"pso"
"PACRG"	135138	"ms"
"PACRG-AS1"	285796	"identical"
"PACSIN3"	29763	"ms"
"PADI2"	11240	"ra"
"PADI4"	23569	"ra"
"PAGR1"	79447	"pso"
"PAIP1P1"	100421582	"shared"
"PAK1"	5058	"shared"
"PAK2"	5062	"shared"
